SITE_ID,COUNTRY,IGBP,LOCATION_LAT,LOCATION_LONG,MAP,URL_FLUXNET,UTC_OFFSET,isduplicated,FLUX_MEASUREMENTS_DATE_END,FLUX_MEASUREMENTS_DATE_START,FLUX_MEASUREMENTS_METHOD,FLUX_MEASUREMENTS_VARIABLE,LOCATION_DATE_START,LOCATION_ELEV,MAT,TERRAIN,WIND_DIRECTION,ACKNOWLEDGEMENT,ASPECT,DOM_DIST_MGMT,FLUX_MEASUREMENTS_OPERATIONS,REFERENCE_COMMENT,REFERENCE_DOI,REFERENCE_PAPER,REFERENCE_USAGE,RESEARCH_TOPIC,SHIPPING_ADDRESS,SITE_DESC,SITE_FUNDING,SITE_SNOW_COVER_DAYS,SURFACE_HOMOGENEITY,TOWER_POWER,TOWER_TYPE,URL,ACKNOWLEDGEMENT_COMMENT,DM_COMMENT,DM_DATE,DM_FORESTRY,FLUX_MEASUREMENTS_COMMENT,IGBP_COMMENT,LAND_OWNER,LAND_OWNERSHIP,STATE,DM_FIRE,LOCATION_COMMENT,DM_INS_PATH,UTC_OFFSET_DATE_START,UTC_OFFSET_COMMENT,IGBP_DATE_START,DM_GENERAL,DM_DATE_UNC,DM_ENCROACH,DM_EXT_WEATHER,DM_WATER,DM_DATE_END,DM_DATE_START,DM_SURF,DM_SURF_MEAS_UNC,DM_GRAZE,V1
US-Goo,USA,GRA,34.2547,-89.8735,1426,http://sites.fluxdata.org/US-Goo/,-6,NA,2006,2002,Eddy Covariance,CO2,NA,87,15.89,NA,NA,NA,NA,NA,Continuous operation,NA,NA,NA,NA,NA,NA,"The Goodwin Creek site is located in the Bluff Hills, just east of the Mississippi River valley. In addition to being a core AmeriFlux site, Goodwin Creek is also affiliated with a multitude of other projects including SURFRAD, BSRN, and one of the twelve watersheds in the USDA Conservation Reserve Program. Natural disturbances are of minimal influence to the site. The immediate region is primarily used for grazing while infrequent logging activities occur in nearby forests. The grass surrounding the base of the tower is mowed periodically to maintain a height consistent with the regional grasslands.",NOAA/GEWEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Source: http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.goodwin_creek.01,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Ha1,USA,DBF,42.5378,-72.1715,1071,http://sites.fluxdata.org/US-Ha1/,-5,NA,NA,1991,Eddy Covariance,CO2,NA,340,6.62,NA,NW,"Operation of the US-Ha1 site is supported by the AmeriFlux Management Project with funding by the U.S. Department of Energy<d5>s Office of Science under Contract No. DE-AC02-05CH11231, and additionally is a part of the Harvard Forest LTER site supported by the National Science Foundation (DEB-1237491).",E,Undisturbed,Continuous operation,presentation of air pollution inputs and N deposition,10.2307/176508,"Bassow, S. L., and F. A. Bazzaz (1998), How environmental conditions affect canopy leaf-level photosynthesis in four deciduous tree species, Ecology, 79(8), 2660-2675",Reference,Quantification of net carbon exchange in a temperate deciduous forest and elucidation of physical and biological controls on carbon exchange in the forest.,"324 N Main St, Petersham, MA 01366","The Harvard Forest tower is on land owned by Harvard University. The site is designated as an LTER site. Most of the surrounding area was cleared for agrigulture during European settlement in 1600-1700. The site has been regrowing since before 1900 (based on tree ring chronologies) and is now predominantly red oak and red maple, with patches of mature hemlock stand and individual white pine. Overstory trees were uprooted by hurricane in 1938.  Climate measurements have been made at Harvard Forest since 1964.","DOE/TES (AmeriFlux Core site), NSF/LTER",92,230,Direct power,triangle,http://atmos.seas.harvard.edu/lab/hf/index.html,NA,agriculture abandoned late 1800s,1850,Clearcutting,NA,NA,Harvard University,private,MA,NA,NA,Insect,NA,NA,NA,NA,1825,Woody encroachment,Hurricane,NA,NA,NA,NA,NA,NA,NA
US-IB2,USA,GRA,41.8406,-88.2410,930,http://sites.fluxdata.org/US-IB2/,-6,NA,NA,2004,Eddy Covariance,CO2,NA,226.5,9.04,NA,NA,NA,NA,Fire,Continuous operation,NA,NA,"Betz, R.F, R. J. Lootens, and M. K. Becker. 1996. Two decades of prairie restoration at Fermilab, Batavia, IL. Pages 20-30 in C. Warwick, editor. Proceedings of the Fifteenth North American Prairie Conference. Bend, Oregon, USA.",Reference,NA,NA,"Two eddy correlation systems are installed at Fermi National Accelerator Laboratory: one on a restored prairie (established October 2004) and one on a corn/soybean rotation agricultural field (established in July 2005). The prairie site had been farmed for more than 100 years, but was converted to prairie in 1989. April annual to bi-annual prescribed burns have taken place from 1994 - 2007.",DOE/TCP,NA,NA,Direct power,tripod,http://www.atmos.anl.gov/FERMI/index.html,NA,NA,19940401,NA,NA,restored prairie,Fermi National Accelerator Laboratory,public,IL,Prescribed human induced underburn,225-228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Ivo,USA,WET,68.4865,-155.7503,304,http://sites.fluxdata.org/US-Ivo/,-9,NA,NA,2003,Eddy Covariance,CO2,NA,568.00,-8.28,Flat,NA,NA,NA,NA,Continuous operation,NA,doi: 10.1007/s11104-014-2377-1.,"McEwing KR, Fisher JP, Zona D (2015). Environmental and vegetation controls on the spatial variability of CH4 emission from wet-sedge and tussock tundra ecosystems in the Arctic. Plant Soil 388: 37-52.",Reference,"1) Seasonal variation of CO2, H2O and CH4 fluxes and the inter-annual differences in arctic landscapes; 2) Climatic effect on the arctic CO2, CH4 budget.","Biology Department, 5500 Campanile Drive,San Diego, CA USA 92182-4614","This site is 300 km south of Barrow and is located at the foothill of the Brooks Range and is classified as tussock sedge, dwarf-shrub, moss tundra.",NSF/OPP; NASA-JPL/CARVE; DOE,280,NA,Other,other,http://gcrg.sdsu.edu,NA,NA,NA,NA,NA,"Tussock sedge, dwarf shrub, moss communities",Arctic Slope Regional Corporation (ASRC),private,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-KS1,USA,ENF,28.4583,-80.6709,1266,http://sites.fluxdata.org/US-KS1/,-5.00,NA,200512312300,200201010000,Eddy Covariance,CO2,NA,1.00,21.90,Flat,NA,NA,FLAT,Fire,Continuous operation,NA,NA,"Bracho et al. (2008)  Environmental and biological controls on water and energy exchange in Florida scrub oak and pine flatwoods ecosystems. JGR, 113, G02004.",Reference,"Research Topics and objectives for the Kennedy Space Center Slash Pine Flatwoods site include the following: 1) Quantify and compare latent heat and sensible heat fluxes of these two adjacent, hydrologically contrasting Florida ecosystems; 2) Determine and compare the biological and environmental factors affecting the partition of the available energy into evapotranspiration and sensible heat flux between the two ecosystems (Bracho et al., 2008).",NA,"The Kennedy Space Center Slash Pine Flatwoods site is located in the Merritt Island National Wildlife Refuge at the Kennedy Space Center (KSC) on the east coast of central Florida. Occupying 310 ha of local forest, the slash pine flatwoods ecosystem is managed as an uneven-aged stand with a sparsely populated overstory and a dense oak-dominated understory. Disturbances tend to occur on a 7 to 10 year cycle, mostly related to fire or hurricane activity. Prescribed fires have been conducted since 1969 to control understory fuel. The most recent burn was conducted in February of 1995. Following the burn, the stand was allowed to naturally regenerate into a open canopy of slash pines, less than 15% of canopy coverage ( on the order of 15-30 trees per ha), with a understory mostly composed of saw palmetto and scrub oak. There was a seasonally wet swale to the southeast that was on the margin of the flux tower footprint. A severe drought gripped most of Florida beginning in 1998 until the later half of 2001 resulting in four years of relatively low annual precipitation totals. Exceptionally high annual rainfall amounts in 2004 were the result of a pair of hurricanes that hit the area in August and September of 2004. Wind directions for the site are as follows: W and NW in the winter, afternoon E sea breeze in the summer.","NASA",0,NA,Solar panels,triangle,http://www.serc.si.edu/labs/co2/florida.aspx,NA,NA,NA,NA,NA,ENF covers approximately 15% of the canopy.  CSH comprises the  understory.,"NASA",public,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-KS2,USA,CSH,28.6086,-80.6715,1294,http://sites.fluxdata.org/US-KS2/,-5.00,NA,200612312330,200004010000,Eddy Covariance,CO2,200004010000,3.00,21.66,Flat,NA,NA,FLAT,Fire,Continuous operation,NA,NA,"B. A. Hungate; M. Reichstein; P. Dijkstra; D. Johnson; G. Hymus; J. D. Tenhunen; C. R. Hinkle; B. G. Drake. 2002. Evapotranspiration and soil water content in a scrub-oak woodland under carbon dioxide enrichmentGlobal Change Biology. 8:3, 289-298.",Reference,"Research Topics and objectives for the Kennedy Space Center Scrub Oak site include the following: 1) Investigate the effect of elevated atmospheric CO2 concentration on aboveground biomass of a naturally re- regenerated woody ecosystem; 2) Quantify scrub oak net ecosystem exchange over a range of temporal scales from half-hour to annual; 3) Identify the magnitude and temporal scales that leaf area, air temperature, soil moisture, vapor pressure, and solar radiation influence scrub oak C fluxes; 4) Quantify and compare latent heat and sensible heat fluxes of these two adjacent, hydrologically contrasting Florida ecosystems; 5) Determine and compare the biological and environmental factors affecting the partition of the available energy into evapotranspiration and sensible heat flux between the two ecosystems (Dijkstra et al., 2002, Powell et al., 2006, Bracho et al., 2008).",NA,"The Kennedy Space Center Scrub Oak site is located within the Merritt Island National Wildlife Refuge at the Kennedy Space Center (KSC) on the east coast of central Florida. Situated in a 10 ha scrub oak ecosystem, the surrounding stand was completely burned by a prescribed fire in 1996. The purpose of the burn was to control understory fuel load, which has been a common practice since 1969. Within a few weeks of the 1996 burn, the stand began to naturally regenerate from roots and rhizomes. Most scrub oak stands in the region undergo a 7 to 10 year disturbance cycle, mostly related to fire or hurricane activity. A severe drought gripped most of Florida beginning in 1998 until the later half of 2001 resulting in four years of relatively low amount of annual rainfall. Exceptionally high annual rainfall amount in 2004 was the result of a pair of hurricanes that hit the area in August and September of 2004.  Prevaling wind directions for the site are as follows: W to NW in the winter, afternoon E sea breeze in the summer.","NASA",0,150,Direct power,pole,http://www.serc.si.edu/labs/co2/florida.aspx,NA,NA,NA,NA,NA,Source: template,"NASA",public,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Lin,USA,CRO,36.3566,-119.8423,NA,http://sites.fluxdata.org/US-Lin/,NA,NA,NA,2012,Eddy Covariance,CO2,NA,131,NA,NA,NA,NA,NA,NA,Continuous operation,NA,NA,NA,NA,NA,NA,None supplied.,California Air Resources Board and Citrus Research Board,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Los,USA,WET,46.0827,-89.9792,828,http://sites.fluxdata.org/US-Los/,-6,NA,NA,2001,Eddy Covariance,CO2,NA,480.00,4.08,Flat,W,NA,FLAT,Hydrologic event,Continuous operation,NA,10.1029/2010JG001423,"A. S. Denning; M. Nicholls; L. Prihodko; I. Baker; P. L. Vidale; K. Davis; P. Bakwin. 2003. Simulated variations in atmospheric CO2 over a Wisconsin forest using a coupled ecosystem-atmosphere modelGlobal Change Biology. 9:9, 1241-1250.",Reference,"The research topics and objectives for the Lost Creek site include the following: 1) Quantify the differential impact of environmental drivers, radiation, and vapor pressure deficit in an shrub wetland; 2) Determine the key driver, radiation or vapor pressure deficit, of flux data for each tower year, and on the basis of this analysis apply the appropriate model to help explain observed intersite, interannual, and interseasonal variation in evapotranspiration; 3) Cross-site examine the variability of net ecosystem exchange of carbon dioxide, ecosystem respiration, gross system production and the attendant parameters; 4) Quantify the role of soil moisture in affecting ecosystem respiration; 5) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by shrub wetlands and stages of development. Mackay et al. (2007), Deasi et al. (2008), Noormets et al. (2008)",NA,"Shrub wetland site, chosen to be representative of the wetlands within the WLEF tall tower flux footprint.  This is a deciduous shrub wetland.  Coniferous and grassy stands also exist within the WLEF flux footprint.  Solar power.  The site has excellent micrometeorological characteristics.",DOE Ameriflux Network Management Project,100,500,Solar panels,triangle,http://flux.aos.wisc.edu/twiki/bin/view/Main/ChEASData,NA,No known disturbances.  1963 land cover map shows shrub wetland cover (consistent with present cover).  Shrubs are not that old (max age perhaps 20 years?).  Road building and ongoing water table manipulation are probably the most significant disturbances.  Data and dates are not available.,NA,NA,"Growing season only from 2007-2008, 2010 no measurement in 2009, 2011-2013","Alder (Alnus incana), willows (Salix spp.)",State of Wisconsin Department of Conservation and Natural Resources,public,WI,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-LWW,USA,GRA,34.9604,-97.9789,805,http://sites.fluxdata.org/US-LWW/,NA,NA,1998,1997,Eddy Covariance,CO2,NA,365,16.09,NA,NA,NA,NA,NA,Continuous operation,NA,NA,"T. E. Twine; W. P. Kustas; J. M. Norman; D. R. Cook; P. R. Houser; T. P. Meyers; J. H. Prueger; P. J. Starks; M. L. Wesely. 2000. Correcting eddy-covariance flux underestimates over a grasslandAgricultural and Forest Meteorology. 103:3, 279-300.",Reference,Provide a long-term continuous record of the surface energy balance components for model testing and evaluation,NA,"Grasslands, rangeland, Temperate, continental. Severe drought in 1998.",NOAA/GEWEX,NA,NA,NA,NA,http://ecpc.ucsd.edu/gcip/data/obs/meyers/readme.htm,NA,NA,NA,NA,NA,NA,NA,NA,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Me1,USA,ENF,44.5794,-121.5000,705,http://sites.fluxdata.org/US-Me1/,-8,NA,2005,2004,Eddy Covariance,CO2,NA,896,7.88,NA,NA,"DOE acknowledgment for Eyerly site research: This research was supported by the Of?ce of Science (BER), U.S. Department of Energy (DOE, Grant no. DE-FG02-06ER64318)",NA,Fire,Continuous operation,soil respiration,NA,"B. Bond-Lamberty; C. K. Wang; S. T. Gower. 2004. A global relationship between the heterotrophic and autotrophic components of soil respiration?Global Change Biology. 10:10, 1756-1766.",Reference,The research and science objectives of the Metolius Eyerly Burn site are as follows: 1) To quantify how successional stages and management practices in forest ecosystems influence processes controlling net ecosystem exchange of CO2 in varying climatic conditions; 2) Investigate the effects of disturbance processes controlling carbon storage and CO2 and energy exchange with the atmosphere in varying climatic conditions; 3) Measure the effects of disturbance and climate on the CO2 and energy exchange of ponderosa pine forests in the Pacific Northwest; 4) Investigate postfire carbon dynamics and contrast results with data collected on unburned forest stands that represent the prefire conditions; 5) Measure carbon pools and key carbon fluxes in forest stands subject to moderate and high severity fire in order to estimate NEP. (Irvine et al. 2007),NA,"An intermediate aged ponderosa pine forest that was severely burned in the 2002 Eyerly wildfire. All trees were killed (stand replacing event). Irvine et al (2007) GCB 13 (8), 1748<d0>1760.",DOE/TCP,NA,NA,NA,NA,http://wwwdata.forestry.oregonstate.edu/terra/flux.htm,NA,high,20020701,NA,NA,NA,Forest service,public,OR,Nature induced burn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Me2,USA,ENF,44.4523,-121.5574,523,http://sites.fluxdata.org/US-Me2/,-8,NA,NA,20021019,Eddy Covariance,CO2,NA,1253,6.28,Flat,SW,"The Metolius AmeriFlux research was supported by the Office of Science (BER), U.S. Department of Energy, Grant No. DE-FG02-06ER64318).",FLAT,Undisturbed,Continuous operation,NA,10.1111/j.1365-2486.2008.01682.x,"Campbell, J.L., and B.E. Law. 2005. Forest soil respiration across three climatically-distinct chronoseqeunces. Biogeochemistry 73:109-125",Analysis_Result,"The research and science objectives of the Metolius Intermediate Pine site are as follows: 1) To quantify how successional stages and management practices in forest ecosystems influence processes controlling net ecosystem exchange of CO2 in varying climatic conditions; 2) Investigate the effects of disturbance processes controlling carbon storage and CO2 and energy exchange with the atmosphere in varying climatic conditions; 3) Measure the effects of disturbance and climate on the CO2 and energy exchange of ponderosa pine forests in the Pacific Northwest; 4) Evaluate the different statistical models for estimating soil surface CO2 efflux from measurements of abiotic factors such as soil temperature and moisture, and nitrogen and carbon in the soil and litter layers; 5) Compare differences in the seasonal patterns of carbon and energy exchange between stands of different ages; 6) Examine the implications of interannual variation of GPP and ecosystem respiration on net ecosystem exchange of CO2 (NEE); 7) Identify patterns in a multiyear record of soil CO2 efflux and ecosystem processes at an AmeriFlux site to generate a parsimonious seasonal model for soil CO2 efflux that has traits of value to the wider research community; 8) Assess the relationship between substrate supply from the canopy and root/rhizosphere respiration. (Anthoni et al. 2002, Schwarz et al. 2004, Irvine et al. 2008)",NA,"The mean stand age is 71 years old and the stand age of the oldest 10% of trees is about 108 years old. This site is one of the Metolius core cluster sites with different age and disturbance classes and part of the AmeriFlux network. The overstory is almost exclusively composed of ponderosa pine trees (Pinus ponderosa Doug. Ex P. Laws) with a few scattered incense cedars (Calocedrus decurrens (Torr.) Florin) and has a peak leaf area index (LAI) of 2.1 m2 m-2. Tree height is relatively homogeneous at about 18 m, and the mean tree density is approximately 339 trees ha-1 (Irvine et al., 2008). The understory is sparse with an LAI of 0.2 m2 m-2 and primarily composed of bitterbrush (Purshia tridentata (Push) DC.) and greenleaf manzanita (Arctostaphylos patula Greene). Soils at the site are sandy (69%/24%/7% sand/silt/clay at 0<d0>0.2 m depth and 66%/27%/7% at 0.2<d0>0.5 m depth, and 54%/ 35%/11% at 0.5<d0>1.0 m depth), freely draining with a soil depth of approximately 1.5 m (Irvine et al., 2008; Law et al., 2001b; Schwarz et al., 2004).",DOE/TCP,120,1000,Solar panels,walk-up,http://terraweb.forestry.oregonstate.edu/mip.htm,NA,NA,NA,NA,NA,NA,"Ponderosa Land & Cattle Timber Products, previously owned by Weyerhauser.",private,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Me3,USA,ENF,44.3154,-121.6078,719,http://sites.fluxdata.org/US-Me3/,-8,NA,2009,2004,Eddy Covariance,CO2,NA,1005,7.07,NA,NA,"The Metolius AmeriFlux research was supported by the Office of Science (BER), U.S. Department of Energy, Grant No. DE-FG02-06ER64318).",NA,Forestry,Continuous operation,fluxes,NA,"B. Bond-Lamberty; C. K. Wang; S. T. Gower. 2004. A global relationship between the heterotrophic and autotrophic components of soil respiration?Global Change Biology. 10:10, 1756-1766.",Reference,The research and science objectives of the Metolius New Young Pine site are as follows: 1) To quantify how successional stages and management practices in forest ecosystems influence processes controlling net ecosystem exchange of CO2 in varying climatic conditions; 2) Investigate the effects of disturbance processes controlling carbon storage and CO2 and energy exchange with the atmosphere in varying climatic conditions; 3) Measure the effects of disturbance and climate on the CO2 and energy exchange of ponderosa pine forests in the Pacific Northwest.,NA,This site is located on a Forest Service mensuration plot (various seed sources) that was planted in 1987. Deer browsing is prevented by a fence.,DOE/TCP,NA,NA,NA,NA,http://wwwdata.forestry.oregonstate.edu/terra/flux.htm,NA,Site was felled and we suspect majority of woody debris was removed/burned. It appears site was tilled before being planted,1987,Clearcutting,NA,NA,Forest  Service,public,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Me4,USA,ENF,44.4992,-121.6224,1039,http://sites.fluxdata.org/US-Me4/,-8,NA,2000,1996,Eddy Covariance,CO2,NA,922,7.61,"Significant Slope (>5%, <10%)",NA,"This study was supported by NASA (grant # NAG5-7531), and the Office of Science (BER), U.S. Department of Energy (grant # FG0300ER63014).",NA,NA,Continuous operation,soil respiration,NA,"53. Irvine, J., B.E. Law, M. Kurpius, P.M. Anthoni, D. Moore, P. Schwarz.  2004. Age related changes in ecosystem structure and function and the effects on carbon and water exchange in ponderosa pine.  Tree Physiology 24:753-763.",Primary_Citation,"The research and science objectives of the Metolius Old Pine site are as follows: 1) To quantify how successional stages and management practices in forest ecosystems influence processes controlling net ecosystem exchange of CO2 in varying climatic conditions; 2) Investigate the effects of disturbance processes controlling carbon storage and CO2 and energy exchange with the atmosphere in varying climatic conditions; 3) Measure the effects of disturbance and climate on the CO2 and energy exchange of ponderosa pine forests in the Pacific Northwest; 4) Investigate how soil water deficit influences the process driving NEE in two seasonally water-limited ponderosa pine stands of contrasting ages; 5) Evaluate the different statistical models for estimating soil surface CO2 efflux from measurements of abiotic factors such as soil temperature and moisture, and nitrogen and carbon in the soil and litter layers; 6) Examine how CO2 exchange rates differ in response to environmental factors between young and old-growth ecosystems; 7) Compare differences in the seasonal patterns of carbon and energy exchange between stands of different ages; 8) Determine the factors limiting soil microbial activity in undisturbed old growth and regenerating ponderosa pine stands under the semi-arid climate of central Oregon. (Law et al. (1999a), Anthoni et al. (2002), Irvine et al. (2002), Kelliher et al. (2004))",NA,"The site is located on land designated as a Research Natural Area (RNA). The site is very open, with even-aged stands of old-growth trees, young trees and mixed aged stands. The eddy-flux tower footprint was classified as ~ 48% mixed aged, ~27% pure old growth and ~25% young aged stands. The data in this workbook describes the mixed aged component. A separate workbook describes the pure old growth component. Law et al (2001) Global Change Biology 7, 755-777; Law et al (2001)  Agricultural and Forest Meteorology 110, 27-43; Anthoni et al (2002) Agricultural and Forest Meteorology 111, 203-222; Irvine & Law (2002) Global Change biology 8,1183-1194, Irivne et al (2004) Tree Physiology 24,753-763.","DOE/TCP, NASA Carbon Cycle Science",NA,NA,NA,NA,http://wwwdata.forestry.oregonstate.edu/terra/flux.htm,NA,NA,NA,NA,NA,NA,Forest Service,public,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Me5,USA,ENF,44.4372,-121.5668,591,http://sites.fluxdata.org/US-Me5/,NA,NA,2002,1999,Eddy Covariance,CO2,NA,1188,6.47,Flat,NA,"This study was funded by NASA (grant # NAG5-7531), and DOE (grant # FG0300ER63014).",NA,Forestry,Continuous operation,soil respiration,NA,"53. Irvine, J., B.E. Law, M. Kurpius, P.M. Anthoni, D. Moore, P. Schwarz.  2004. Age related changes in ecosystem structure and function and the effects on carbon and water exchange in ponderosa pine.  Tree Physiology 24:753-763.",Primary_Citation,"The research and science objectives of the Metolius First Young Pine site are as follows: 1) To quantify how successional stages and management practices in forest ecosystems influence processes controlling net ecosystem exchange of CO2 in varying climatic conditions; 2) Investigate the effects of disturbance processes controlling carbon storage and CO2 and energy exchange with the atmosphere in varying climatic conditions; 3) Measure the effects of disturbance and climate on the CO2 and energy exchange of ponderosa pine forests in the Pacific Northwest; 4) Using measured carbon flux data, demostrate why the application of data assimilation techniques yield improved estimates of ecosystem carbon stocks and fluxes, with reduced uncertainty compared with the original observations, or the model alone; 5) Examine how CO2 exchange rates differ in response to environmental factors between young and old-growth ecosystems; 6) Examine the implications of interannual variation of GPP and ecosystem respiration on net ecosystem exchange of CO2 (NEE). (Anthoni et al. (2002), Schwarz et al. (2004), Williams et al. (2005))",NA,"Previously old-growth ponderosa pine, clearcut in 1978 and allowed to regenerate naturally. Law et al (2001) Global Change Biology 7, 755-777; Law et al (2001)  Agricultural and Forest Meteorology 110, 27-43; Anthoni et al (2002) Agricultural and Forest Meteorology 111, 203-222; Irvine & Law (2002) Global Change biology 8,1183-1194, Irivne et al (2004) Tree Physiology 24,753-763.","DOE/TCP, NASA Carbon Cycle Science",NA,NA,NA,NA,http://wwwdata.forestry.oregonstate.edu/terra/flux.htm,NA,site was not replanted; woody debris left on site; data based on tree core observations,1978,Clearcutting,NA,NA,"Ponderosa Land & Cattle Timber Products, previously owned by Weyerhauser.",private,OR,NA,Hibbard_et_al_Biogeochemistry_2005_73:29-70,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Me6,USA,ENF,44.3233,-121.6078,494,http://sites.fluxdata.org/US-Me6/,8,NA,NA,20100302,Eddy Covariance,CO2,NA,998,7.59,Flat,W,"This research was supported by the Of<de>ce of Science (BER), US Department of Energy (Award DE SC0005322), and a Leopoldina Research Fellowship to NKR (LPDS 2009-37)",FLAT,Forestry,Continuous operation,NA,NA,"Ruehr, N.K., J. Martin, B.E. Law. 2012. Effects of water availability on carbon and water exchange in a young ponderosa pine forest: above- and belowground responses. Agric. For. Meteorol. 164: 136-148",Primary_Citation,The research and science objectives of the Metolius New Young Pine site are as follows: 1) To quantify how successional stages and management practices in forest ecosystems influence processes controlling net ecosystem exchange of CO2 in varying climatic conditions; 2) Investigate the effects of disturbance processes controlling carbon storage and CO2 and energy exchange with the atmosphere in varying climatic conditions; 3) Measure the effects of disturbance and climate on the CO2 and energy exchange of ponderosa pine forests in the Pacific Northwest.,NA,"The study site is located east of the Cascade mountains, near Sisters, Central Oregon and is part of the Metolius cluster sites with different age and disturbance classes within the AmeriFlux network. After a severe fire in 1979, the site was salvage logged, was acquired by the US Forest Service land and re-forested in 1990. The dominant overstory vegetation are 20-year old ponderosa pine trees with an average height of 5.2 +/- 1.1 m. The season maximum overstory half-sided LAI was 0.6 m2 m-2 in 2010. Tree density is low, with ca. 162 trees ha-1.",DOE LBL,NA,700,Solar panels,triangle,http://terraweb.forestry.oregonstate.edu/mnyp.htm,NA,NA,NA,NA,NA,NA,NA,private,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-MMS,USA,DBF,39.3232,-86.4131,1032,http://sites.fluxdata.org/US-MMS/,-5,FALSE,NA,1999,Eddy Covariance,CO2,NA,275,10.85,Undulated/Variable,NA,"Research at the MMSF site was supported by the Office of Science (BER), U.S. Department of Energy, Grant No. DE-FG02-07ER64371",NA,Forestry,Continuous operation,NA,doi:10.1111/j.1365-2486.2010.02281.x,A. F. Rahman; V. D. Cordova; J. A. Gamon; H. P. Schmid; D. A. Sims. 2004. Potential of MODIS ocean bands for estimating CO2 flux from terrestrial vegetation: A novel approachGeophysical Research Letters. 31. L10503.  doi:10.1029/2004GL019778:10.,Reference,"1) Measure current CO2 fluxes and atmospheric controls for a deciduous forest ecosystem in the Midwest. 2) Develop, evaluate, and assess methods to scale-up from point measurements of fluxes to regional budgets.",NA,"Owned by the Indiana Department of Natural Resources (IDNR), the Morgan Monroe State Forest, the site's namesake, is operated thanks to the long-term agreement between Indiana University and IDNR. The first settlers cleared the surrounding ridges for farming, but were largely unsuccessful. The state of Indiana purchased the land in 1929, creating the Morgan Monroe State Forest. Many of the trees in the tower footprint are 60-80 years old, surviving selective logging that ended over the past 10 years. Today, the forest is a secondary successional broadleaf forest within the maple-beech to oak hickory transition zone of the eastern deciduous forest.",DOE/NIGEC,NA,NA,NA,NA,http://www.indiana.edu/~co2/,NA,rotational harvest on 20-25 yr. basis in vicinity of tower site.  Seed tree harvest in 1991 in area north of tower area.,NA,Clearcutting,Autochambers in a set of girdled and control plots,"secondary successional, 29 tree species",Forestry Division/ DNR,public,IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
